106742;106740;0x4d
106743;106713;0x15
106744;68216;0x31
106744;68216;0x53
106744;106715;0x9c
106744;68219;0xb5
106745;106717;0x35
106745;175091;0x55
106746;106718;0xd
10048;69161;0x12
10048;109608;0x22
106747;106719;0x35
106750;106721;0x15
106750;70176;0x56
106750;70176;0x74
106751;106722;0x15
106751;70175;0x56
106751;70175;0x74
106752;106711;0x9
106753;106712;0x7a
106754;68121;0x26
106754;68115;0x3d
106754;106711;0x52
106755;106713;0x10
106756;68216;0x31
106756;106715;0x45
106756;68219;0x5e
10049;92311;0xf
10049;41976;0x68
10049;92240;0x81
10049;109608;0x93
10049;109616;0x9f
10049;109694;0xbc
10049;109608;0xec
10049;109615;0xf8
106757;106717;0x35
106757;175091;0x55
106758;106719;0x35
106759;106718;0x9
106762;106711;0x9
106763;106712;0x7a
106764;68121;0x26
106764;68115;0x3d
106764;106711;0x52
106765;106713;0x10
106766;68216;0x31
106766;106715;0x45
106766;68219;0x5e
10050;13254;0x3f
10050;109608;0x6f
106767;106717;0x35
106767;175091;0x55
106768;106718;0x9
106769;106719;0x35
106772;106711;0x9
106773;106712;0x7a
106774;68121;0x26
106774;68115;0x3d
106774;106711;0x52
106775;106713;0x10
106776;68216;0x31
106776;106715;0x61
106776;68219;0x7a
10051;69161;0x12
10051;109608;0x22
106777;106717;0x35
106777;175091;0x55
106778;106718;0x9
106779;106719;0x35
106782;106721;0x15
106783;106722;0x15
106784;106711;0x9
106785;106712;0x10c
106786;68121;0x26
106786;68115;0x3d
106786;106711;0x52
10052;92334;0xf
10052;90886;0x68
10052;92262;0x81
10052;109608;0x93
10052;109616;0x9f
10052;109694;0xbc
10052;109608;0xec
10052;109615;0xf8
106787;106713;0x15
106788;68216;0x31
106788;68216;0x53
106788;68216;0x75
106788;106715;0x89
106788;68219;0xa2
106789;106717;0x35
106789;175091;0x55
106790;106718;0xd
106791;106719;0x35
106794;106711;0x9
106795;106712;0xa
106796;68121;0x26
106796;68115;0x3d
106796;106711;0x52
10053;69161;0x12
10053;109608;0x22
106797;106713;0x10
106798;106715;0x1c
106798;68219;0x35
106800;106721;0x10
106800;70693;0x29
106801;106722;0x10
106801;70692;0x29
106802;106711;0x9
106803;68121;0x26
106803;68115;0x3d
106803;106711;0x52
106804;106713;0x10
106805;106715;0x1c
106805;68219;0x35
1051;13254;0x3b
1051;109608;0x65
10054;69161;0x12
10054;109608;0x22
106807;106721;0x10
106807;70693;0x29
106808;106722;0x10
106808;70692;0x29
106809;106711;0x23
106809;109627;0x62
106809;109627;0x84
106810;109621;0x128
106810;109621;0x145
106810;106712;0x166
106811;68121;0x24
106811;68115;0x3b
106811;106809;0x4d
106812;106713;0x1e
106813;106718;0x15
106814;106719;0x35
10055;92380;0xf
10055;90886;0x68
10055;92262;0x81
10055;109608;0x93
10055;109616;0x9f
10055;109694;0xbc
10055;109608;0xec
10055;109615;0xf8
106817;106711;0x9
106818;106712;0x10c
106819;68121;0x26
106819;68115;0x3d
106819;106711;0x52
106820;106713;0x15
106821;106718;0xd
106822;106719;0x35
106825;106711;0x9
106826;68121;0x26
106826;68115;0x3d
106826;106711;0x52
10056;13254;0x3b
10056;109608;0x65
106827;106713;0x10
106828;106715;0x10
106828;68219;0x29
106830;106721;0x10
106830;70704;0x29
106831;106722;0x10
106831;70703;0x29
106832;106711;0x9
106833;106712;0x10c
106834;68121;0x24
106834;68115;0x3b
106834;106832;0x4d
106835;106713;0x15
106836;68216;0x31
106836;68216;0x53
106836;68216;0x75
106836;106715;0xa6
106836;68219;0xbf
10057;13254;0x3f
10057;109608;0x6f
106837;106717;0x35
106837;175091;0x55
106838;106718;0xd
106839;106719;0x35
106842;106721;0x15
106843;106722;0x15
10058;13254;0x3f
10058;109608;0x6f
106849;106712;0xf
106849;109588;0x21
106850;106712;0xc0
106850;109588;0xd4
106851;106712;0xc0
106851;109588;0xd4
106852;106785;0xf
106852;109588;0x21
106853;106712;0x19
106853;109588;0x2b
106854;106712;0x77
106854;109588;0x8b
106855;106712;0xf
106855;109588;0x21
106856;106818;0xf
106856;109588;0x21
10059;13254;0x3f
10059;109608;0x6f
106857;106810;0xf
106857;109588;0x21
106858;106833;0xf
106858;109588;0x21
106859;106712;0x77
106859;109588;0x8b
106860;106712;0x77
106860;109588;0x8b
106861;106712;0xf
106861;109588;0x21
10060;92462;0xf
10060;41976;0x68
10060;92240;0x81
10060;109608;0x93
10060;109616;0x9f
10060;109694;0xbc
10060;109608;0xec
10060;109615;0xf8
106870;68121;0x52
106870;68115;0x69
106870;106872;0x7b
106871;105520;0x3d
106872;105521;0x16
106872;105544;0x4a
106872;105540;0x5a
106872;105540;0x6a
106873;105525;0x2d
106873;68170;0x45
106873;68166;0x5b
106873;68171;0x64
106873;109588;0x72
106873;105525;0x87
106873;105522;0x9f
106876;105541;0xf4
106876;105525;0x122
106876;106881;0x14b
106876;105528;0x19a
106876;107784;0x2a8
106876;107490;0x2b8
106876;107497;0x31c
106876;107490;0x357
106876;107492;0x371
106876;107492;0x391
10061;69161;0x12
10061;109608;0x22
106877;105525;0x1d
106877;69170;0xd3
106877;105528;0x128
106879;106889;0xe
106880;106890;0xf
106881;69170;0x35
106881;69170;0x135
106881;69170;0x15e
106882;105552;0x17
106882;105552;0x24
106882;105552;0x31
106882;105552;0x3e
106882;105552;0x4b
106882;105552;0x58
106882;105552;0x65
106882;105552;0x72
106882;105552;0x13d
106882;105552;0x14b
106882;105552;0x166
106882;105552;0x173
106882;105552;0x180
106882;105552;0x19c
106883;106881;0x31
106883;105552;0x3d
106883;105552;0x53
106883;105552;0x69
106883;69170;0xed
106883;105552;0x10d
10062;92487;0xf
10062;41976;0x68
10062;92240;0x81
10062;109608;0x93
10062;109616;0x9f
10062;109694;0xbc
10062;109608;0xec
10062;109615;0xf8
106889;105544;0x6b
106889;106889;0xb9
106890;105544;0x6b
106890;106890;0xb5
106891;68167;0x1b
106891;68160;0x25
10063;92536;0xf
10063;41976;0x68
10063;92240;0x81
10063;109608;0x93
10063;109616;0x9f
10063;109694;0xbc
10063;109608;0xec
10063;109615;0xf8
106900;68121;0x48
106900;68117;0x5b
106900;68121;0x88
106900;68117;0x9b
106900;68998;0xb7
106900;109621;0xe4
106900;109625;0xf8
106901;68121;0x3e
106901;68117;0x50
106901;68121;0x7d
106901;68117;0x8f
106906;109692;0x1b
1052;13254;0x3b
1052;109608;0x65
10064;92573;0xf
10064;41976;0x68
10064;92240;0x81
10064;109608;0x93
10064;109616;0x9f
10064;109694;0xbc
10064;109608;0xec
10064;109615;0xf8
106908;109621;0x35
106908;109625;0x49
106909;68998;0x1b
106910;109621;0x35
106910;109625;0x49
106912;109621;0x33
106912;109625;0x4f
106912;109588;0x95
106913;109621;0x44
106913;109625;0x58
106913;109588;0x6c
106914;68998;0x27
106914;109588;0x3a
106915;109621;0x44
106915;109625;0x58
106915;109588;0x6c
106916;68998;0x27
106916;109588;0x3a
106917;109588;0x1d
10065;92591;0xf
10065;41976;0x68
10065;92240;0x81
10065;109608;0x93
10065;109616;0x9f
10065;109694;0xbc
10065;109608;0xec
10065;109615;0xf8
106918;68121;0x4f
106918;68117;0x62
106918;68121;0x8f
106918;68117;0xa2
106918;68998;0xbe
106918;109621;0xeb
106918;109625;0xff
106918;109588;0x11d
106921;106930;0x9d
106921;76561;0xe8
106921;76773;0xfe
106921;76558;0x10e
106921;76557;0x116
106921;76559;0x126
106921;109616;0x169
106921;108598;0x180
106921;109608;0x18c
106921;109615;0x199
106921;109616;0x1aa
106921;76551;0x1c1
106921;109608;0x1cd
106921;109615;0x1da
106923;76568;0x14
106923;76558;0x26
106923;76557;0x2e
106923;76559;0x3d
106924;76561;0x52
106925;76559;0x4
106926;76561;0x52
106927;76558;0x4e
10066;92607;0xf
10066;41976;0x68
10066;92240;0x81
10066;109608;0x93
10066;109616;0x9f
10066;109694;0xbc
10066;109608;0xec
10066;109615;0xf8
106928;68121;0x6a
106928;68115;0x81
106928;108598;0x95
106928;68121;0xc7
106928;68115;0xde
106928;76551;0xf2
106930;108602;0x2c
106930;108603;0x38
106930;71081;0x1ae
106932;76558;0x13
106932;76557;0x20
106932;76559;0x32
106935;68121;0x36
106935;68088;0x44
106935;68144;0x5c
106935;107567;0x6e
106935;105544;0x82
106935;105519;0x94
106936;105515;0xd
106936;105544;0x27
106936;68121;0x52
106936;68088;0x60
106936;68146;0x6b
10067;92623;0xf
10067;41976;0x68
10067;92240;0x81
10067;109608;0x93
10067;109616;0x9f
10067;109694;0xbc
10067;109608;0xec
10067;109615;0xf8
106938;105517;0x10
106940;68121;0x52
106940;68115;0x69
106940;106942;0x7b
106942;105521;0x20
106942;70801;0x4e
106942;68167;0x8a
106942;68160;0x94
106943;105525;0x2d
106943;107498;0x3f
106943;105543;0x53
106943;68170;0x6a
106943;68166;0x86
106943;68171;0x93
106943;105525;0xa0
106943;105522;0xda
106945;105525;0xcb
106945;105528;0x10d
106945;105528;0x355
106945;107499;0x37a
106945;13129;0x387
106945;107497;0x3b9
106945;175063;0x3d6
106945;107499;0x416
106945;13129;0x423
106945;107497;0x455
106945;175063;0x46e
106945;105528;0x4cd
106945;107781;0x4d9
106945;107780;0x4e4
106945;107784;0x54c
106945;105528;0x5ab
106945;107490;0x5be
106946;105525;0x6f
106946;105528;0xb1
10068;92639;0xf
10068;41976;0x68
10068;92240;0x81
10068;109608;0x93
10068;109616;0x9f
10068;109694;0xbc
10068;109608;0xec
10068;109615;0xf8
106947;105528;0x42
106949;107499;0x39
106949;13129;0x46
106949;107497;0x7a
106949;175063;0x93
106950;107499;0x39
106950;13129;0x46
106950;107497;0x7a
106950;175063;0x93
106951;105525;0x8b
106951;105528;0xc5
106952;105525;0x10
106952;107498;0x21
106952;105543;0x39
106953;105552;0x25
106953;105552;0x6a
106953;105552;0x77
106953;105552;0x8c
106953;105552;0x99
106953;105552;0xa9
106953;105552;0xb6
106953;105552;0xc6
106953;105552;0xd6
106953;105552;0xe6
106953;105552;0xf6
106953;105552;0x106
106953;105552;0x116
106953;105552;0x126
106953;105552;0x136
106953;105552;0x146
106953;105552;0x161
106953;105552;0x17a
106955;68121;0x52
106955;68115;0x69
106955;106942;0x7b
106956;105525;0x34
106956;107498;0x46
106956;105543;0x5a
106956;68170;0x71
106956;68166;0x8d
106956;68171;0x9a
106956;105525;0xa7
106956;105522;0xd2
106956;109588;0xe6
10069;92655;0xf
10069;41976;0x68
10069;92240;0x81
10069;109608;0x93
10069;109616;0x9f
10069;109694;0xbc
10069;109608;0xec
10069;109615;0xf8
106960;105513;0x18
106961;105521;0x16
106961;109627;0x49
106964;105525;0x29
106964;105528;0x6f
106967;106967;0xa3
10070;13254;0x3f
10070;109608;0x6f
106971;108318;0x10
106974;107694;0x13
106975;108719;0x23
106975;108720;0x2c
106975;108328;0x3c
106976;106462;0xb9
106976;109820;0xd6
106978;12920;0x23
106978;421988;0x39
106979;106384;0x64
106979;70639;0x1cc
106979;107482;0x2aa
10071;92674;0xf
10071;41976;0x68
10071;92240;0x81
10071;109608;0x93
10071;109616;0x9f
10071;109694;0xbc
10071;109608;0xec
10071;109615;0xf8
106983;108319;0x3a
106983;109588;0x4c
106984;105640;0x2e
106987;107725;0x35
106987;106899;0x70
106987;106309;0x103
106987;106316;0x114
106987;68165;0x15b
106987;68163;0x17b
106987;68163;0x1b0
106987;68165;0x206
106987;68163;0x226
106987;68163;0x25b
106987;68163;0x290
106987;68163;0x2c5
106987;68163;0x301
106987;68163;0x336
106987;107477;0x359
106987;107484;0x366
106987;107485;0x370
106987;107477;0x37d
106987;107736;0x38f
106988;107448;0x75
106988;106316;0x86
106988;68121;0xa2
106988;68115;0xb9
106988;106899;0xcb
106988;106309;0x10a
106988;107449;0x12f
106988;106989;0x195
106988;77457;0x21a
106988;107478;0x224
106988;107485;0x22e
106988;107455;0x24b
106988;106906;0x262
106988;107732;0x275
106988;77457;0x281
106988;77454;0x29b
106988;107455;0x313
106988;107455;0x32d
106988;106995;0x33b
106988;106995;0x371
106988;77453;0x3a0
106988;68170;0x454
106989;70639;0x166
106989;18829;0x1a2
106989;18829;0x1d6
106989;70639;0x34c
106990;77465;0xdf
106991;68170;0x62
106992;107455;0x20
106992;107455;0x44
106993;70639;0x19c
106993;106903;0x3d7
106993;109732;0x41a
10072;92697;0xf
10072;41976;0x68
10072;92240;0x81
10072;109608;0x93
10072;109616;0x9f
10072;109694;0xbc
10072;109608;0xec
10072;109615;0xf8
106994;107479;0x4b
106994;107455;0x68
106994;109629;0xb0
106994;106903;0x131
106994;109717;0x143
106994;109717;0x158
106994;106905;0x208
106994;106904;0x254
106994;106905;0x285
106994;106905;0x2af
107001;107725;0x30
107001;106316;0xd0
107001;68165;0x117
107001;68163;0x137
107001;68163;0x16c
107001;68163;0x1a1
107001;68163;0x1d6
107001;68163;0x20b
107001;68163;0x240
107001;68163;0x275
107001;68163;0x2aa
107001;68163;0x2df
107001;68163;0x314
107001;68163;0x349
107001;68163;0x37e
107001;68163;0x3b3
107001;68163;0x3e8
107001;68163;0x41d
107001;68163;0x452
107001;68163;0x48e
107001;107477;0x4b1
107001;107455;0x4c5
107001;107736;0x4d7
107002;77457;0x54
107002;107478;0x62
107002;107485;0x70
107002;107455;0x8a
107002;106906;0xa1
107002;107732;0xb7
107002;77457;0xc3
107002;77454;0xdd
10073;13254;0x3f
10073;109608;0x6f
107007;107476;0x16
107007;107476;0x22
107007;107476;0x2e
107007;106900;0x3a
107007;107726;0x42
107007;109588;0x54
107008;107476;0x16
107008;107476;0x22
107008;107726;0x2a
107008;109588;0x3c
107016;107032;0x28
107016;107029;0x35
1053;69161;0x12
1053;109608;0x22
10074;13254;0x3f
10074;109608;0x6f
107019;107035;0x44
107019;107035;0x5c
107020;107035;0x16
107020;107035;0x2e
107021;107029;0x16d
107021;77300;0x193
107021;77300;0x1bd
107021;68121;0x1e0
107021;68115;0x1f6
107021;108721;0x211
107021;68121;0x236
107021;68115;0x24c
107021;108721;0x265
107021;12920;0x289
107021;108724;0x2a0
107021;108724;0x2ac
107021;107035;0x2bc
107021;107035;0x2de
107022;108726;0x11
107022;108726;0x2d
107022;107032;0x48
107022;109588;0x95
107022;109588;0xf3
107023;77256;0xa2
107023;107235;0xd8
107023;107035;0x1b9
107023;107035;0x1cc
107023;77454;0x1e8
107023;107027;0x1f3
107023;77337;0x20c
107023;77337;0x228
107023;77343;0x23a
107023;77343;0x24f
107023;77342;0x263
107023;77342;0x27b
107023;77339;0x293
107023;77342;0x2ac
107023;77340;0x2c1
107023;77342;0x2da
107023;77363;0x2f3
107023;77338;0x328
107023;77338;0x33b
107023;77338;0x34e
107023;77338;0x361
107023;77333;0x374
107023;77342;0x388
107023;77386;0x38f
107023;77363;0x3bc
107023;77337;0x3ce
107023;77340;0x3e0
107023;77338;0x415
107023;77386;0x41c
107023;77363;0x43e
107023;77340;0x450
107023;77337;0x462
107023;77338;0x497
107023;77386;0x49e
107023;77333;0x4bb
107025;107027;0x9
107025;77337;0x22
107025;77337;0x3e
107025;77343;0x50
107025;77343;0x65
107025;77342;0x79
107025;77342;0x91
107025;77339;0xa9
107025;77342;0xc2
107025;77340;0xd7
107025;77342;0xf0
107025;77363;0x109
107025;77338;0x13e
107025;77338;0x151
107025;77338;0x164
107025;77338;0x177
107025;77333;0x18f
107026;77342;0x1c
107026;77386;0x23
107026;77363;0x5a
107026;77337;0x6c
107026;77340;0x7e
107026;77338;0xb3
107026;77386;0xba
107026;77363;0xdc
107026;77340;0xee
107026;77337;0x100
107026;77338;0x135
107026;77386;0x13c
107026;77333;0x163
10075;92750;0xf
10075;41976;0x68
10075;92240;0x81
10075;109608;0x93
10075;109616;0x9f
10075;109694;0xbc
10075;109608;0xec
10075;109615;0xf8
107027;77507;0x16a
107027;109814;0x2df
107027;421966;0x2e9
107027;421970;0x2f5
107027;109814;0x341
107027;109813;0x353
107027;109814;0x363
107027;109629;0x4e5
107027;14206;0x4fb
107027;14206;0x52c
107027;14206;0x543
107027;109616;0x6a9
107027;109615;0x6f2
107028;107035;0xc7
107028;107035;0xdf
107029;77256;0x3b
107029;77256;0x75
107030;77256;0x42
107031;77300;0x2a
107031;77300;0x54
107034;109588;0x51
107034;109588;0xb2
107035;77308;0x33
107035;77309;0xc0
10076;13254;0x3b
10076;109608;0x65
107038;109717;0x24
107038;109717;0x42
107039;109730;0x11
107039;109717;0x24
107039;109730;0x29
107045;68121;0x62
107045;68115;0x79
107046;68121;0x88
107046;68115;0x9f
107046;68121;0x2cd
107046;68117;0x2df
10077;13254;0x3b
10077;109608;0x65
107047;68163;0x57
107047;68121;0x9f
107047;68115;0xb6
107047;109588;0x2d2
107048;68161;0xdb
107050;70973;0x71
10078;13254;0x3f
10078;109608;0x6f
107060;106444;0xa0
107060;109720;0xb0
107060;107070;0x10a
107060;105542;0x123
107061;107072;0xa4
107062;107073;0x5d
107063;107071;0x9
107066;68170;0x6b
107066;68170;0xbb
107066;68166;0xcb
107066;68171;0xd4
10079;69161;0x12
10079;109608;0x22
107070;107070;0x68
107070;77294;0x206
107070;10854;0x255
107070;108252;0x26a
107070;108255;0x2a1
107070;77296;0x337
10080;69161;0x12
10080;109608;0x22
107083;68121;0x3c
107083;68117;0x4f
10081;92784;0xf
10081;90886;0x68
10081;92262;0x81
10081;109608;0x93
10081;109616;0x9f
10081;109694;0xbc
10081;109608;0xec
10081;109615;0xf8
107089;175438;0x35
107089;175438;0x90
107089;175438;0xa6
107089;107104;0xbf
107089;107104;0xd6
107089;175438;0x11d
107089;175438;0x13a
107089;18829;0x171
107089;175438;0x25a
107089;18829;0x333
107093;175438;0x30
107093;175438;0x7e
107093;175438;0xfd
107093;175438;0x117
107093;18829;0x144
107093;175438;0x1fc
107093;175438;0x226
107093;175438;0x23c
107093;18829;0x264
107097;175438;0x43
107097;175438;0x6c
107097;175438;0x8d
107097;18829;0xba
10082;13254;0x3b
10082;109608;0x65
107100;107105;0x78
107100;109616;0x17c
107100;109608;0x19c
107100;109615;0x1a8
107101;68163;0x34
107103;68121;0x50
107103;68115;0x65
107103;109627;0x99
10083;92840;0xf
10083;41976;0x68
10083;92240;0x81
10083;109608;0x93
10083;109616;0x9f
10083;109694;0xbc
10083;109608;0xec
10083;109615;0xf8
107105;107103;0xa6
107105;109621;0x173
107105;109625;0x188
1054;13254;0x3b
1054;109608;0x65
10084;92879;0xf
10084;41976;0x68
10084;92240;0x81
10084;109608;0x93
10084;109616;0x9f
10084;109694;0xbc
10084;109608;0xec
10084;109615;0xf8
107123;70643;0x106
107123;107150;0x198
107124;107150;0x7e
107124;105641;0x12b
107125;70643;0xe9
107125;77512;0xfd
107125;464254;0x123
107125;77511;0x13b
107126;70643;0x96
107126;77511;0xb2
107127;106461;0x33
107127;105655;0x44
10085;13254;0x3b
10085;109608;0x65
107128;76558;0x72
107129;77512;0x64
107129;77511;0x8a
107129;77453;0xc7
107129;77454;0xe2
107129;106436;0x101
107129;77511;0x13c
107129;106599;0x15e
107129;77453;0x181
107129;77453;0x19f
107129;77453;0x1db
107129;106919;0x22d
107129;106921;0x2d6
107129;106436;0x2e7
107129;16341;0x334
107129;77453;0x363
107129;26353;0x389
107130;105676;0x55
107131;77453;0x1b
107131;77457;0x37
107131;77454;0x50
107132;106367;0x54
107132;107601;0xb6
107132;106365;0xd6
107132;108492;0x126
107132;69514;0x144
107132;106323;0x15a
107132;76846;0x179
107132;68160;0x195
107132;68162;0x1c3
107132;76815;0x1e7
107132;76819;0x224
107132;68160;0x261
107132;68162;0x28f
107132;106919;0x2b3
107132;69360;0x2d1
107132;69349;0x384
107132;69361;0x39b
107132;69352;0x3ac
107132;107137;0x3b1
107132;69353;0x3bd
107132;16341;0x3d8
107132;68175;0x3eb
107132;68166;0x3f8
107132;76816;0x413
107132;68175;0x429
107132;68166;0x436
107133;106920;0x35
107133;106920;0x40
107133;69360;0x55
107133;69349;0xca
107133;69349;0x126
107133;69361;0x134
107133;69352;0x145
107133;106366;0x18d
107133;106366;0x1bc
107133;69353;0x1d0
107133;106613;0x23c
107133;106613;0x24d
107135;106924;0x9
107135;106925;0x16
107136;106367;0x36
107136;107601;0x9d
107136;106365;0xbd
107136;108492;0x121
107137;107603;0x80
107137;107157;0xa6
107137;106361;0xd6
107137;106361;0x195
107137;76121;0x1ff
107137;107601;0x231
107137;107603;0x239
107137;106342;0x259
107137;106365;0x271
107137;70632;0x3ae
107137;107157;0x46e
107137;76119;0x485
10086;13254;0x3f
10086;109608;0x6f
107138;106366;0x54
107138;106366;0x76
107139;109626;0x19
107139;77457;0x72
107139;77454;0x8b
107139;77453;0xaa
107139;77453;0xc5
107139;77453;0xe0
107139;77455;0xfa
107139;106437;0x17b
107139;106597;0x1a0
107139;106610;0x1aa
107139;70643;0x2a5
107139;77512;0x2b8
107139;464254;0x2de
107139;77511;0x2f6
107139;106569;0x337
107139;106437;0x3bb
107139;70643;0x443
107139;77511;0x45f
107139;77512;0x4e2
107139;77511;0x508
107139;76551;0x535
107139;106919;0x540
107139;107150;0x658
107139;105641;0x701
107139;106921;0x710
107139;70643;0x7fd
107139;107150;0x89a
107139;106436;0x94e
107139;77511;0x98f
107139;76552;0xa09
107139;77457;0xa15
107140;77249;0x56
107140;77503;0x69
107140;107141;0x7e
107140;77250;0x8a
107141;107653;0x23
107141;77454;0x3f
107141;77453;0x59
107141;106366;0x6d
107141;107499;0xae
107141;175063;0xbe
107141;175091;0x104
107141;107156;0x141
107141;107497;0x17b
107141;107644;0x1bf
107141;107498;0x1c7
107141;107653;0x1ce
107141;107499;0x23c
107141;175063;0x24c
107141;175091;0x294
107141;107497;0x2f6
107141;107644;0x341
107141;107498;0x349
107141;107653;0x350
107141;175063;0x359
107141;106366;0x39d
107142;26355;0x87
107142;106437;0x11f
107142;77453;0x13e
107142;77453;0x159
107142;77453;0x174
107142;77453;0x191
107142;77453;0x1b5
107142;77453;0x1d0
107142;107245;0x1f2
107142;107267;0x21d
107142;77453;0x237
107142;107219;0x253
107142;107221;0x279
107142;107217;0x286
107142;107245;0x2ba
107142;106438;0x2df
107142;106324;0x2f5
107142;106597;0x30c
107142;106610;0x316
107142;106979;0x334
107142;106919;0x33e
107142;106921;0x3fe
107142;106436;0x410
107142;26353;0x616
107143;26354;0x10
107143;106607;0x1c
107143;107184;0x2a
107143;107653;0x31
107145;106599;0x50
107146;77503;0x4d
107146;77454;0x6c
107146;107177;0x86
107146;77453;0x1a1
107146;77459;0x1a9
107146;77345;0x1bd
107146;107177;0x1c2
107146;77341;0x1cf
107146;107178;0x1d4
107146;77341;0x1e2
107146;77341;0x1f1
107146;77342;0x203
107146;77363;0x216
107146;77459;0x21e
107146;77459;0x23f
107146;77345;0x268
107146;109694;0x29c
107146;77459;0x305
107146;77453;0x31b
107146;107177;0x320
107146;108761;0x42e
107146;107733;0x438
107146;77459;0x479
107146;107239;0x4c5
107146;107207;0x4e9
107147;77503;0x19
107147;77453;0x35
107147;106601;0x45
10087;68216;0x28
10087;42101;0x51
10087;42097;0x69
10087;109608;0x88
107148;77453;0xbe
107148;77453;0xdc
107148;77453;0xfa
107148;77453;0x117
107148;77454;0x133
107148;77247;0x141
107148;107014;0x163
107148;107193;0x190
107148;107206;0x1b0
107148;106988;0x1bc
107148;105675;0x1d0
107148;105674;0x1e7
107153;16341;0x3a
107153;68175;0x4d
107153;68166;0x72
10088;68216;0x28
10088;42101;0x51
10088;42097;0x69
10088;109608;0x88
107157;68163;0x4c
107163;70182;0x12
107163;70354;0x5f
107166;70185;0x12
107166;70351;0x58
10089;68216;0x28
10089;42101;0x51
10089;42097;0x69
10089;109608;0x88
107168;68121;0x57
107168;68115;0x6d
107168;70199;0x82
107168;109627;0xb2
107171;69161;0x22
107171;69167;0x33
107171;69164;0x3e
107172;68121;0x57
107172;68115;0x6d
107172;70199;0x82
107172;109627;0xb2
107175;107483;0x26
107175;77445;0x3f3
107175;77445;0x409
107175;77445;0x41f
107175;77445;0x432
107175;77445;0x448
107175;77445;0x45b
107175;77445;0x46e
107175;77445;0x4d9
107175;77445;0x4ef
107175;77445;0x502
107175;77445;0x515
107175;77445;0x528
107175;77445;0x53e
107175;77445;0x554
107175;77445;0x567
107175;77445;0x57d
107175;77445;0x593
107175;77445;0x5a6
107175;77445;0x5b9
107175;77445;0x605
107175;77445;0x61b
107175;77445;0x62e
107175;77445;0x641
107175;77445;0x654
107175;77445;0x667
107175;77445;0x67a
107175;77445;0x691
107175;77445;0x6b1
107175;77445;0x6c4
107175;77445;0x6d7
107175;77445;0x6ea
107175;77445;0x736
107175;77445;0x74c
107175;77445;0x762
107175;77445;0x777
107175;77445;0x78c
107175;77445;0x7a1
107175;77445;0x7e2
107175;77445;0x82e
107175;77445;0x844
107175;77445;0x85a
107175;77445;0x870
107175;77445;0x91a
107175;77446;0x951
107175;77446;0x963
107175;77446;0x9a1
107175;77446;0x9dc
107175;77446;0x9fa
107175;77447;0xa25
107175;77446;0xa59
107175;77445;0xa99
107175;77445;0xaaf
107175;77446;0xadf
107175;77445;0xb19
107175;77445;0xb2e
107175;77445;0xbbd
107175;77445;0xbdb
107175;77446;0xc24
107175;77445;0xc82
107175;77445;0xc98
107175;77445;0xd38
107175;77445;0xd79
107175;77445;0xdc6
107175;77445;0xdda
107175;77445;0xe1a
107175;77445;0xe2e
107175;77445;0xe6a
107175;77445;0xe80
107175;77445;0xe96
107175;77445;0xeac
